   1 -0.017849 1
   5 -1.118203 1
   6 -1.175061 1
  13 -2.166753 1
  14 -2.227109 1
  15 -2.276278 1
  22 -2.999408 1
  26 -3.131517 1
  27 -3.219189 1
  31 -3.374695 1
  32 -3.473335 1
  36 -3.729176 1
  40 -3.774148 1
  44 -3.813488 1
  51 -3.965006 1
  55 -4.036552 1
  59 -4.109158 1
  60 -4.198305 1
  64 -4.258963 1
  68 -4.311372 1
  75 -4.421315 1
  76 -4.477100 1
  77 -4.529672 1
  81 -4.663953 1
  85 -4.732407 1
  92 -4.831988 1
  96 -4.908109 1
  97 -4.945011 1
 101 -4.948752 1
 102 -5.015474 1
 109 -5.077946 1
 110 -5.152298 1
 117 -5.192181 1
 121 -5.226760 1
 125 -5.344939 1
 129 -5.370954 1
 136 -5.467317 1
 140 -5.491599 1
 150 -5.582936 1
 151 -5.596194 1
 152 -5.637323 1
 156 -5.689578 1
 160 -5.701128 1
 164 -5.744957 1
 168 -5.820235 1
 169 -5.828877 1
 173 -5.844088 1
 177 -5.871300 1
   2 -0.833350 2
   8 -1.457819 2
  11 -2.053821 2
  17 -2.672333 2
  20 -2.842528 2
  24 -3.040309 2
  29 -3.256589 2
  34 -3.686675 2
  38 -3.744049 2
  42 -3.808817 2
  46 -3.868875 2
  49 -3.950461 2
  53 -3.966690 2
  57 -4.095618 2
  62 -4.238475 2
  66 -4.295037 2
  70 -4.341491 2
  73 -4.389646 2
  79 -4.599546 2
  83 -4.675241 2
  87 -4.780326 2
  90 -4.812839 2
  94 -4.897583 2
  99 -4.945514 2
 104 -5.016768 2
 107 -5.065811 2
 112 -5.161037 2
 115 -5.174106 2
 119 -5.215965 2
 123 -5.251519 2
 127 -5.359527 2
 131 -5.387779 2
 134 -5.420760 2
 138 -5.480806 2
 142 -5.516114 2
 145 -5.546692 2
 148 -5.579495 2
 154 -5.648501 2
 158 -5.690629 2
 162 -5.719834 2
 166 -5.764075 2
 171 -5.841652 2
 175 -5.869728 2
 179 -5.953509 2
   4 -0.833350 3
   9 -1.457819 3
  12 -2.053821 3
  18 -2.672333 3
  21 -2.842528 3
  25 -3.040309 3
  30 -3.256589 3
  35 -3.686675 3
  39 -3.744049 3
  43 -3.808817 3
  47 -3.868875 3
  50 -3.950461 3
  54 -3.966691 3
  58 -4.095618 3
  63 -4.238475 3
  65 -4.295037 3
  69 -4.341491 3
  74 -4.389646 3
  80 -4.599546 3
  84 -4.675241 3
  88 -4.780326 3
  91 -4.812840 3
  95 -4.897583 3
 100 -4.945514 3
 105 -5.016768 3
 108 -5.065812 3
 113 -5.161037 3
 116 -5.174106 3
 120 -5.215965 3
 124 -5.251520 3
 128 -5.359528 3
 132 -5.387779 3
 135 -5.420760 3
 137 -5.480806 3
 141 -5.516114 3
 146 -5.546693 3
 149 -5.579496 3
 155 -5.648501 3
 159 -5.690630 3
 163 -5.719834 3
 167 -5.764075 3
 172 -5.841652 3
 176 -5.869728 3
 180 -5.953510 3
   3 -0.833350 4
   7 -1.457819 4
  10 -2.053821 4
  16 -2.672333 4
  19 -2.842528 4
  23 -3.040309 4
  28 -3.256589 4
  33 -3.686675 4
  37 -3.744049 4
  41 -3.808817 4
  45 -3.868875 4
  48 -3.950461 4
  52 -3.966690 4
  56 -4.095618 4
  61 -4.238475 4
  67 -4.295037 4
  71 -4.341491 4
  72 -4.389646 4
  78 -4.599546 4
  82 -4.675241 4
  86 -4.780326 4
  89 -4.812839 4
  93 -4.897583 4
  98 -4.945513 4
 103 -5.016768 4
 106 -5.065811 4
 111 -5.161037 4
 114 -5.174105 4
 118 -5.215965 4
 122 -5.251518 4
 126 -5.359527 4
 130 -5.387779 4
 133 -5.420760 4
 139 -5.480806 4
 143 -5.516114 4
 144 -5.546692 4
 147 -5.579494 4
 153 -5.648501 4
 157 -5.690629 4
 161 -5.719834 4
 165 -5.764075 4
 170 -5.841652 4
 174 -5.869728 4
 178 -5.953509 4
