   2 -0.164055 1
   3 -0.814383 1
   9 -1.807544 1
  11 -2.087225 1
  14 -2.100343 1
  16 -2.220035 1
  20 -2.666362 1
  21 -2.844914 1
  24 -2.902590 1
  27 -3.041779 1
  35 -3.317746 1
  37 -3.347327 1
  39 -3.499317 1
  42 -3.637141 1
  44 -3.778789 1
  46 -3.825359 1
  47 -3.836276 1
  53 -3.939662 1
  56 -4.060058 1
  57 -4.080306 1
  60 -4.213917 1
  63 -4.272834 1
  68 -4.321091 1
  72 -4.439124 1
  74 -4.466957 1
  78 -4.500333 1
  82 -4.537311 1
  83 -4.602592 1
  87 -4.737862 1
  89 -4.745768 1
  94 -4.818572 1
  97 -4.915887 1
 100 -4.974122 1
 103 -5.033541 1
 108 -5.061342 1
 110 -5.099367 1
 112 -5.122392 1
 113 -5.127358 1
 119 -5.245250 1
 122 -5.266243 1
 123 -5.315363 1
 125 -5.318417 1
 130 -5.375864 1
 131 -5.418760 1
 136 -5.512690 1
 138 -5.515609 1
 142 -5.541263 1
 143 -5.575599 1
 145 -5.580325 1
 148 -5.630842 1
 150 -5.693600 1
 155 -5.740676 1
 157 -5.768409 1
 162 -5.796465 1
 166 -5.886897 1
 170 -5.921187 1
 171 -5.936603 1
 172 -5.936837 1
 176 -5.963553 1
 177 -5.985718 1
 180 -5.990658 1
   4 -0.814417 2
   5 -1.156005 2
   8 -1.431966 2
  12 -2.087337 2
  15 -2.219984 2
  17 -2.397523 2
  19 -2.666218 2
  22 -2.844928 2
  26 -3.009065 2
  30 -3.075018 2
  31 -3.201369 2
  34 -3.272078 2
  36 -3.317905 2
  40 -3.499385 2
  43 -3.778628 2
  49 -3.849134 2
  51 -3.886310 2
  54 -3.940301 2
  58 -4.080493 2
  59 -4.213566 2
  62 -4.216809 2
  66 -4.319162 2
  69 -4.377365 2
  71 -4.438969 2
  73 -4.466928 2
  75 -4.474119 2
  79 -4.501518 2
  81 -4.536751 2
  86 -4.700441 2
  88 -4.737880 2
  91 -4.776237 2
  93 -4.818225 2
  95 -4.859303 2
  99 -4.973997 2
 101 -4.991699 2
 104 -5.033822 2
 105 -5.055085 2
 114 -5.127911 2
 116 -5.146265 2
 117 -5.169938 2
 120 -5.245543 2
 124 -5.315993 2
 128 -5.319402 2
 132 -5.419365 2
 133 -5.452821 2
 135 -5.512499 2
 139 -5.526229 2
 141 -5.541187 2
 144 -5.575737 2
 147 -5.630114 2
 151 -5.711824 2
 153 -5.723296 2
 159 -5.774303 2
 161 -5.796114 2
 163 -5.858698 2
 167 -5.915485 2
 169 -5.921085 2
 173 -5.936887 2
 175 -5.963539 2
 179 -5.990610 2
   1 -0.164020 3
   6 -1.156154 3
   7 -1.431755 3
  10 -1.807781 3
  13 -2.100144 3
  18 -2.397977 3
  23 -2.902223 3
  25 -3.008700 3
  28 -3.042254 3
  29 -3.074932 3
  32 -3.201763 3
  33 -3.271440 3
  38 -3.347474 3
  41 -3.636530 3
  45 -3.825257 3
  48 -3.836667 3
  50 -3.849868 3
  52 -3.886468 3
  55 -4.059899 3
  61 -4.216550 3
  64 -4.274179 3
  65 -4.318586 3
  67 -4.320634 3
  70 -4.377373 3
  76 -4.474816 3
  77 -4.499283 3
  80 -4.501635 3
  84 -4.603096 3
  85 -4.699531 3
  90 -4.746200 3
  92 -4.776370 3
  96 -4.860124 3
  98 -4.915971 3
 102 -4.992039 3
 106 -5.055598 3
 107 -5.061320 3
 109 -5.098502 3
 111 -5.122056 3
 115 -5.146205 3
 118 -5.170381 3
 121 -5.265913 3
 126 -5.318539 3
 127 -5.319003 3
 129 -5.375579 3
 134 -5.452990 3
 137 -5.515334 3
 140 -5.526474 3
 146 -5.580802 3
 149 -5.693104 3
 152 -5.712301 3
 154 -5.723357 3
 156 -5.742290 3
 158 -5.768774 3
 160 -5.774331 3
 164 -5.859016 3
 165 -5.886025 3
 168 -5.915728 3
 174 -5.937388 3
 178 -5.986115 3
