   1 -0.013522 1
   2 -0.663885 1
   3 -1.005565 1
   4 -1.281345 1
   5 -1.657147 1
   6 -1.936766 1
   7 -1.949726 1
   8 -2.069493 1
   9 -2.247234 1
  10 -2.515772 1
  11 -2.694396 1
  12 -2.751887 1
  13 -2.858349 1
  14 -2.891491 1
  15 -2.924454 1
  16 -3.051035 1
  17 -3.121213 1
  18 -3.167263 1
  19 -3.196857 1
  20 -3.348798 1
  21 -3.486177 1
  22 -3.628150 1
  23 -3.674714 1
  24 -3.685863 1
  25 -3.698850 1
  26 -3.735760 1
  27 -3.789412 1
  28 -3.909332 1
  29 -3.929557 1
  30 -4.062670 1
  31 -4.065680 1
  32 -4.121865 1
  33 -4.167967 1
  34 -4.170051 1
  35 -4.226582 1
  36 -4.288215 1
  37 -4.315419 1
  38 -4.323495 1
  39 -4.348602 1
  40 -4.349733 1
  41 -4.385515 1
  42 -4.451795 1
  43 -4.548354 1
  44 -4.583753 1
  45 -4.594115 1
  46 -4.624557 1
  47 -4.666356 1
  48 -4.707636 1
  49 -4.763765 1
  50 -4.821671 1
  51 -4.840242 1
  52 -4.882543 1
  53 -4.901953 1
  54 -4.908295 1
  55 -4.944583 1
  56 -4.967958 1
  57 -4.975294 1
  58 -4.993975 1
  59 -5.015085 1
  60 -5.092101 1
  61 -5.113697 1
  62 -5.159148 1
  63 -5.160739 1
  64 -5.164972 1
  65 -5.221804 1
  66 -5.263260 1
  67 -5.290264 1
  68 -5.357513 1
  69 -5.358310 1
  70 -5.371477 1
  71 -5.386153 1
  72 -5.419068 1
  73 -5.426035 1
  74 -5.470321 1
  75 -5.533691 1
  76 -5.550717 1
  77 -5.555570 1
  78 -5.576817 1
  79 -5.611678 1
  80 -5.617256 1
  81 -5.640957 1
  82 -5.700038 1
  83 -5.727677 1
  84 -5.754009 1
  85 -5.764982 1
  86 -5.775306 1
  87 -5.779232 1
  88 -5.799568 1
  89 -5.821344 1
  90 -5.828180 1
  91 -5.857170 1
  92 -5.862089 1
  93 -5.882556 1
  94 -5.883379 1
  95 -5.926779 1
  96 -5.929255 1
  97 -5.962242 1
  98 -5.981632 1
