   3 -0.245787 1
   6 -1.975040 1
  11 -2.164615 1
  22 -3.734004 1
  23 -3.801939 1
  26 -3.943482 1
  29 -3.995400 1
  46 -5.236548 1
  47 -5.401971 1
  54 -5.503757 1
  57 -5.532746 1
  60 -5.650581 1
  64 -5.807753 1
  69 -5.867203 1
  71 -5.919826 1
   1 -0.245777 2
   8 -1.975058 2
   9 -2.164605 2
  20 -3.734000 2
  24 -3.801943 2
  28 -3.943489 2
  31 -3.995403 2
  44 -5.236541 2
  49 -5.401977 2
  53 -5.503750 2
  55 -5.532743 2
  62 -5.650591 2
  65 -5.807754 2
  68 -5.867200 2
  70 -5.919824 2
   2 -0.245778 3
   7 -1.975057 3
  10 -2.164605 3
  21 -3.734002 3
  25 -3.801943 3
  27 -3.943488 3
  30 -3.995401 3
  45 -5.236546 3
  48 -5.401973 3
  52 -5.503748 3
  56 -5.532745 3
  61 -5.650590 3
  66 -5.807756 3
  67 -5.867195 3
  72 -5.919827 3
   4 -0.896607 4
   5 -0.896612 4
  12 -2.504286 4
  13 -2.573990 4
  14 -2.573995 4
  15 -2.871989 4
  16 -2.871996 4
  17 -2.999272 4
  18 -3.642582 4
  19 -3.642582 4
  32 -4.282585 4
  33 -4.282590 4
  34 -4.409574 4
  35 -4.474448 4
  36 -4.474450 4
  37 -4.593376 4
  38 -4.593382 4
  39 -4.754382 4
  40 -4.815197 4
  41 -4.815201 4
  42 -5.066327 4
  43 -5.216870 4
  50 -5.426989 4
  51 -5.426990 4
  58 -5.626879 4
  59 -5.626880 4
  63 -5.682351 4
  73 -5.959509 4
  74 -5.984973 4
  75 -5.984979 4
